season,home_team,away_team,home_off_rtg,home_def_rtg,away_off_rtg,away_def_rtg,home_pace,away_pace,home_rest_days,away_rest_days,home_form_l10,away_form_l10,home_wins
2022-23,CLE,GSW,111.16,106.56,113.92,108.66,95.55,99.21,4,1,0.774,0.512,1
2014-15,MIN,CHI,112.41,111.8,109.79,111.1,99.67,96.27,3,4,0.553,0.5,1
2018-19,NYK,CHI,115.52,107.16,107.69,113.06,95.2,95.87,2,2,0.814,0.62,1
2023-24,MEM,NOP,110.76,112.9,110.19,111.02,99.91,99.12,1,3,0.325,0.324,1
2018-19,TOR,OKC,111.34,113.69,114.62,109.51,98.04,100.94,4,4,0.429,0.583,0
2015-16,CLE,NYK,109.88,109.76,108.58,107.96,97.19,96.16,3,2,0.497,0.352,0
2019-20,MEM,GSW,115.46,108.07,116.08,109.48,102.6,99.92,2,1,0.256,0.783,1
2023-24,TOR,IND,109.66,112.41,109.15,113.34,97.44,101.31,2,3,0.416,0.19,1
2015-16,LAL,DEN,112.3,112.17,116.58,106.99,100.27,96.86,4,2,0.556,0.519,1
2017-18,LAL,PHX,112.31,108.43,113.42,108.52,98.33,98.04,1,4,0.171,0.636,0
2017-18,MIA,CLE,109.95,105.08,108.56,108.47,97.55,97.58,2,5,0.606,0.57,1
2017-18,MEM,IND,113.69,108.8,110.74,113.57,101.1,98.28,3,3,0.881,0.549,0
2018-19,BKN,NOP,111.28,112.56,114.1,114.88,97.39,100.21,2,3,0.368,0.47,0
2021-22,GSW,MIL,117.95,108.7,109.81,107.63,100.32,98.92,2,3,0.446,0.544,1
2021-22,ATL,DAL,110.39,113.93,111.88,115.54,102.3,95.2,1,2,0.587,0.324,0
2023-24,TOR,MIA,109.79,113.21,113.74,114.39,98.75,94.58,3,2,0.51,0.494,1
2019-20,ATL,MEM,108.49,108.5,114.32,110.27,103.94,103.44,1,5,0.194,0.468,1
2020-21,DEN,SAC,113.39,110.69,112.85,114.56,98.8,104.08,2,3,0.611,0.337,1
2018-19,MIN,IND,111.25,112.41,110.25,112.17,100.58,99.82,1,3,0.634,0.571,0
2022-23,OKC,PHX,111.65,106.85,110.56,112.62,100.73,98.97,3,3,0.633,0.704,1
2019-20,TOR,BOS,112.77,111.27,112.1,106.77,99.82,94.49,2,2,0.797,0.482,1
2023-24,GSW,LAL,109.72,107.52,108.28,110.73,98.92,98.49,4,2,0.739,0.465,1
2018-19,LAL,BOS,111.56,112.39,113.5,107.74,98.94,96.25,3,2,0.688,0.654,0
2019-20,MIL,MEM,114.56,107.36,113.9,109.24,100.96,103.63,2,2,0.634,0.507,1
2014-15,PHX,MIN,115.31,108.32,111.99,112.08,99.02,99.94,5,4,0.671,0.56,1
2016-17,CHI,NYK,110.7,107.26,112.25,110.21,98.52,96.21,2,3,0.494,0.762,1
2018-19,MIL,NYK,114.5,106.96,113.88,106.23,99.7,96.81,3,1,0.142,0.674,1
2021-22,ATL,OKC,111.45,111.19,114.43,109.41,102.79,98.3,3,2,0.109,0.499,0
2018-19,DAL,IND,112.36,114.42,110.81,112.68,97.2,101.38,2,2,0.48,0.617,1
2019-20,BKN,DAL,113.92,113.44,113.38,113.01,101.0,99.17,3,3,0.513,0.636,1
2021-22,MIA,IND,112.83,105.84,111.01,116.43,97.3,98.1,2,4,0.812,0.0,1
2018-19,OKC,TOR,112.89,110.18,112.25,113.85,101.37,99.38,2,1,0.54,0.344,1
2018-19,SAC,ATL,113.38,115.72,110.09,104.95,98.07,101.97,2,5,0.427,0.67,0
2022-23,PHI,IND,111.59,108.17,112.11,114.85,96.06,101.1,3,3,0.582,0.381,1
2023-24,CHI,GSW,108.16,107.2,111.74,109.61,96.79,101.94,4,3,0.607,0.898,1
2020-21,LAC,OKC,111.48,112.03,113.46,108.21,99.62,99.94,2,2,0.379,0.907,0
2019-20,PHX,BKN,112.61,105.15,109.84,108.7,99.17,99.23,2,3,0.76,0.41,1
2018-19,MIN,NOP,112.31,115.11,110.23,115.84,99.71,99.09,2,3,0.573,0.442,1
2022-23,IND,PHX,112.62,114.2,114.28,107.28,99.53,101.29,2,4,0.437,0.614,1
2022-23,PHX,GSW,111.35,109.54,115.34,107.22,98.59,100.2,3,1,0.547,0.993,0
2014-15,LAC,TOR,108.92,114.63,112.14,111.51,98.04,98.23,3,4,0.401,0.505,0
2023-24,MEM,MIL,108.2,112.9,112.08,110.73,99.28,100.66,3,3,0.644,0.408,0
2017-18,NOP,DAL,112.27,116.36,115.18,111.11,98.56,98.17,1,3,0.485,0.174,0
2019-20,CLE,BKN,111.34,107.61,109.79,111.56,98.31,99.47,2,2,0.565,0.531,1
2023-24,NYK,LAC,110.48,109.71,108.99,106.66,95.63,97.78,4,2,0.491,0.614,0
2015-16,IND,DAL,110.93,114.0,113.47,113.8,98.39,95.16,2,3,0.331,0.54,0
2020-21,MIA,TOR,108.71,108.86,102.44,114.82,98.47,98.7,4,1,0.407,0.604,1
2019-20,TOR,BOS,111.0,110.32,114.55,104.27,96.81,93.59,5,2,0.291,0.508,0
2014-15,LAC,MIN,111.29,113.21,110.0,108.28,97.18,99.6,2,2,0.524,0.409,0
2021-22,PHX,BOS,118.8,102.88,111.62,109.75,96.59,96.9,4,4,0.51,0.732,1
2016-17,DEN,LAL,113.45,108.58,111.1,113.25,96.86,95.8,3,2,0.407,0.428,1
2023-24,IND,BKN,110.3,109.92,113.16,112.86,101.63,99.21,2,3,0.448,0.797,1
2016-17,DEN,MEM,110.35,108.17,111.0,107.11,96.68,100.14,3,2,0.52,0.303,0
2019-20,MEM,LAC,117.48,112.0,114.34,108.22,102.08,99.38,4,1,0.666,0.416,1
2018-19,TOR,ATL,112.01,112.72,114.43,110.56,99.82,102.63,2,5,0.667,0.717,1
2020-21,CHI,SAC,110.24,111.36,118.47,114.79,97.53,102.02,3,3,0.475,0.396,1
2022-23,BKN,LAL,110.53,113.08,113.64,113.94,99.61,98.01,2,2,0.335,0.449,0
2019-20,DAL,DEN,114.26,108.1,115.83,109.81,96.62,100.07,1,4,0.455,0.608,1
2021-22,ATL,NOP,111.24,111.04,110.67,112.71,99.62,98.55,3,3,0.559,0.752,1
2022-23,MIN,LAL,109.29,113.13,106.99,112.01,100.59,98.31,4,2,0.368,0.451,0
2014-15,MIL,GSW,116.35,107.84,117.02,107.04,98.59,101.14,2,3,0.734,0.791,1
2015-16,DEN,CHI,113.81,111.14,110.59,111.86,96.64,98.89,1,1,0.507,0.262,1
2014-15,NYK,CLE,112.02,107.94,108.19,109.57,92.39,97.73,2,3,0.25,0.67,1
2015-16,LAC,BOS,113.55,108.78,114.64,104.54,97.38,94.52,1,2,0.55,0.443,0
2017-18,MIA,OKC,107.76,105.91,110.29,113.73,97.12,97.6,1,2,0.558,0.455,1
2018-19,NYK,MEM,112.66,105.6,113.11,107.46,96.82,99.44,4,3,0.78,0.461,1
2015-16,MIN,MIL,118.09,107.85,115.1,109.82,100.44,99.74,2,2,0.528,0.49,1
2023-24,BOS,LAC,115.6,105.93,110.97,110.01,96.98,98.18,2,2,0.653,0.563,1
2014-15,PHI,MIL,112.32,107.85,112.44,111.74,97.93,99.34,1,2,0.763,0.613,0
2016-17,LAC,DAL,110.3,110.94,114.29,116.77,101.21,97.2,1,2,0.594,0.502,1
2022-23,MEM,GSW,108.07,112.0,114.04,110.61,100.92,99.96,4,3,0.504,0.451,0
2022-23,CLE,DAL,114.47,106.78,112.52,113.81,90.74,95.99,2,4,0.685,0.66,0
2020-21,ATL,MEM,115.26,111.8,113.44,111.13,103.24,98.32,3,5,0.407,0.33,1
2023-24,CHI,DEN,110.41,108.64,112.03,105.25,96.39,99.52,4,3,0.474,0.567,0
2020-21,LAL,MIA,116.57,115.44,105.31,107.18,98.44,98.54,3,5,0.548,0.347,1
2018-19,IND,DAL,112.91,111.96,109.97,112.06,100.39,97.03,2,2,0.63,0.517,0
2017-18,LAC,GSW,110.96,109.71,113.12,105.88,97.14,100.67,3,2,0.435,0.502,0
2017-18,MIN,OKC,110.81,111.93,108.87,110.13,98.59,98.34,2,1,0.228,0.661,1
2021-22,DEN,PHI,112.07,109.21,109.87,108.54,98.67,95.83,2,2,0.472,0.463,1
2022-23,MIL,CHI,114.4,109.83,107.39,114.5,101.85,96.48,1,5,0.665,0.534,1
2019-20,LAL,MIN,112.48,116.13,117.24,113.83,98.19,100.65,2,2,0.443,0.639,1
2018-19,BKN,LAL,110.26,115.0,110.38,107.17,97.66,96.91,2,2,0.318,0.655,0
2016-17,MEM,DEN,111.73,107.94,117.23,107.33,99.91,95.77,4,2,0.672,0.445,1
2020-21,LAL,OKC,113.3,110.85,113.83,112.52,99.21,101.02,3,1,0.583,0.724,0
2017-18,CHI,MIN,109.63,114.47,115.29,111.13,97.6,98.74,1,4,0.219,0.599,0
2014-15,MIL,DAL,115.71,111.19,107.99,111.98,100.17,96.11,3,2,0.673,0.756,1
2022-23,PHX,IND,113.18,109.82,112.56,115.93,101.34,101.21,1,1,0.724,0.441,1
2015-16,PHI,TOR,109.26,104.97,109.45,109.37,96.79,99.71,3,1,0.416,0.511,1
2020-21,TOR,SAC,107.15,112.79,111.13,113.6,97.69,102.55,1,2,0.672,0.49,0
2022-23,ATL,DEN,114.88,112.42,119.21,113.17,104.02,95.41,2,3,0.6,0.617,0
2019-20,GSW,LAC,116.77,111.44,115.22,108.81,98.99,99.86,2,1,0.547,0.539,1
2018-19,PHX,MEM,113.29,109.12,109.85,109.98,100.08,100.17,2,5,0.79,0.299,1
2021-22,ATL,PHI,107.91,111.4,109.61,111.48,100.77,97.45,5,3,0.592,0.692,1
2019-20,LAL,BOS,106.34,113.94,113.9,107.53,98.23,96.48,2,3,0.401,0.725,0
2017-18,LAL,MIN,114.82,117.08,108.67,111.49,97.73,98.41,3,2,0.421,0.513,1
2021-22,GSW,OKC,112.73,112.3,111.04,111.11,99.36,95.65,3,3,0.66,0.541,0
2021-22,OKC,BKN,109.7,109.92,107.83,114.42,97.88,99.66,3,1,0.411,0.469,1
2014-15,DAL,PHX,114.81,112.22,113.57,110.72,97.16,100.41,3,1,0.352,0.38,0
2019-20,GSW,BKN,118.61,108.39,112.44,114.54,100.47,100.62,3,1,0.586,0.413,1
2015-16,SAC,NYK,114.11,113.78,110.17,109.9,100.82,95.6,2,2,0.256,0.287,1
2019-20,MIA,MIL,106.38,105.16,113.34,110.32,96.61,100.9,3,2,0.263,0.513,1
2017-18,PHX,IND,114.02,110.31,109.13,115.21,99.24,99.03,3,1,0.363,0.486,1
2017-18,MIL,CLE,109.49,110.15,110.53,110.31,98.85,96.79,3,4,0.645,0.337,1
2019-20,NYK,ATL,106.48,108.64,111.94,115.24,97.23,102.37,3,2,0.48,0.488,1
2023-24,TOR,MIL,109.66,113.46,110.42,107.04,99.61,101.36,4,4,0.285,0.632,1
2022-23,BOS,IND,115.11,110.09,111.08,112.19,95.49,101.24,3,3,0.62,0.267,1
2018-19,DEN,CLE,116.36,107.22,109.84,107.18,98.37,97.68,4,4,0.631,0.648,1
2018-19,LAL,NOP,114.03,110.81,108.78,114.83,97.33,102.59,3,3,0.623,0.366,1
2014-15,MEM,NOP,113.43,111.55,114.59,109.82,100.97,102.61,5,1,0.555,0.531,0
2016-17,BOS,LAC,112.36,109.8,107.4,109.95,99.23,101.02,3,4,0.339,0.597,1
2022-23,MIN,NYK,107.17,111.21,112.4,109.12,100.64,96.66,1,3,0.54,0.179,1
2018-19,SAC,ATL,111.76,112.07,110.79,108.05,99.16,102.83,4,2,0.609,0.455,1
2015-16,MIL,NOP,112.64,110.08,113.3,114.24,99.41,100.71,3,3,0.634,0.436,1
2022-23,MIN,TOR,113.49,109.39,111.97,111.1,99.69,95.95,3,3,0.729,0.445,1
2017-18,DAL,CLE,110.78,106.91,113.68,112.72,97.71,97.05,2,3,0.531,0.735,1
2022-23,LAL,LAC,109.07,109.95,105.88,111.51,99.18,99.39,2,2,0.495,0.577,1
2015-16,ATL,OKC,111.2,107.01,113.62,112.75,100.26,97.02,2,1,0.541,0.728,1
2018-19,SAC,CLE,122.09,115.4,111.33,103.44,98.57,98.04,4,3,0.524,0.828,0
2019-20,NYK,LAL,109.79,110.09,106.06,114.98,97.01,100.57,2,2,0.582,0.538,0
2017-18,DAL,PHI,112.51,111.15,110.37,112.3,98.26,94.87,3,4,0.544,0.538,1
2015-16,CHI,BKN,107.84,118.26,111.19,110.73,96.73,99.92,4,3,0.519,0.63,0
2020-21,NYK,SAC,107.65,107.99,115.34,116.33,97.04,102.41,4,2,0.4,0.53,0
2022-23,LAL,IND,108.41,113.92,114.02,115.38,97.59,101.24,2,2,0.802,0.424,1
2019-20,DAL,MEM,111.31,113.75,115.5,108.9,96.9,101.63,2,1,0.401,0.896,0
2022-23,MIA,LAC,112.85,106.12,110.12,111.53,96.22,99.13,3,2,0.653,0.395,1
2015-16,LAL,IND,115.26,110.45,109.03,110.7,98.65,99.05,1,3,0.172,0.555,1
2020-21,LAC,OKC,111.21,110.36,113.13,108.62,99.73,100.29,3,2,0.629,0.659,0
2023-24,MIN,PHI,108.54,109.23,110.92,111.69,100.74,99.78,4,4,0.697,0.385,1
2019-20,NYK,CLE,107.67,105.47,109.34,111.96,96.7,100.3,3,3,0.53,0.521,1
2020-21,IND,BOS,109.54,118.25,115.13,109.82,100.3,99.27,4,4,0.588,0.713,0
2019-20,DEN,NOP,116.27,115.03,115.28,115.29,99.47,98.09,2,2,0.655,0.519,1
2021-22,TOR,ATL,110.4,113.05,110.83,114.83,97.46,102.41,2,3,0.649,0.719,1
2018-19,SAC,GSW,116.79,115.72,115.82,110.29,99.57,100.39,2,2,0.926,0.49,1
2014-15,NYK,LAL,111.62,109.92,113.66,111.48,94.32,98.53,3,2,0.358,0.419,1
2015-16,GSW,MIL,110.8,104.84,113.95,104.19,102.75,97.85,3,1,0.857,1.0,0
2015-16,OKC,SAC,111.62,108.46,114.78,112.48,96.35,101.01,4,4,0.596,0.379,0
2014-15,GSW,MIL,117.9,105.34,114.02,108.77,102.93,99.92,3,2,0.748,0.866,1
2016-17,CLE,BOS,109.04,108.09,110.48,111.47,96.76,98.71,1,2,0.453,0.533,1
2017-18,ATL,LAL,115.44,112.01,112.18,110.57,99.74,99.04,1,3,0.355,0.543,0
2021-22,LAL,TOR,106.33,110.08,109.5,110.53,99.66,98.11,1,2,0.714,0.451,0
2015-16,MIN,GSW,111.24,110.54,114.15,107.61,98.31,101.38,3,5,0.75,0.713,0
2021-22,DAL,DEN,113.64,118.29,114.85,110.54,96.59,97.16,4,3,0.316,0.68,0
2015-16,MIA,OKC,106.82,109.51,112.74,109.36,94.51,98.1,2,3,0.486,0.478,0
2014-15,BKN,PHI,113.79,114.91,113.14,107.79,100.28,97.99,1,4,0.491,0.705,1
2017-18,PHX,MIN,112.61,106.38,109.76,108.69,97.27,98.19,1,3,0.186,0.833,1
2016-17,PHI,BKN,112.57,104.86,110.95,109.35,97.43,97.76,2,3,0.92,0.357,1
2014-15,BKN,PHX,111.51,114.55,113.75,113.3,99.67,100.93,2,4,0.362,0.428,1
2017-18,NOP,NYK,111.14,118.04,111.52,107.58,99.27,93.21,1,3,0.521,0.714,1
2015-16,PHI,TOR,108.14,113.0,111.61,112.59,97.72,97.99,3,2,0.574,0.66,0
2020-21,TOR,MIA,108.94,108.11,110.26,108.47,97.06,96.53,4,3,0.634,0.562,0
2020-21,MIL,IND,114.76,106.53,109.48,111.56,101.2,100.02,3,1,0.712,0.619,1
2014-15,ATL,MIN,108.23,114.02,112.57,110.08,101.24,99.16,3,2,0.548,0.12,0
2021-22,LAL,ATL,108.61,108.36,108.16,114.81,100.09,101.59,3,2,0.437,0.48,1
2019-20,PHI,LAC,112.79,108.17,113.23,110.28,100.41,99.25,3,5,0.292,0.546,0
2015-16,DAL,TOR,114.61,110.35,109.88,113.69,95.66,98.42,3,1,0.305,0.679,1
2016-17,DEN,DAL,112.03,112.8,114.68,113.89,97.53,96.11,4,2,0.723,0.373,0
2018-19,MEM,BKN,113.02,109.46,111.63,115.15,100.63,96.26,1,3,0.693,0.396,1
2014-15,OKC,PHI,112.49,107.17,112.14,108.83,100.4,96.85,3,2,0.823,0.818,1
2019-20,MIL,MEM,113.48,108.93,114.7,111.53,100.31,102.81,2,2,0.608,0.445,1
2019-20,CLE,OKC,109.27,108.02,116.09,105.9,98.71,97.73,1,2,0.574,0.43,0
2019-20,MIN,NYK,114.05,113.75,112.18,110.72,98.01,96.81,4,4,0.387,0.546,0
2019-20,BKN,GSW,112.55,109.99,116.17,112.43,99.93,99.1,3,2,0.333,0.751,0
2023-24,DEN,PHX,111.99,108.55,106.99,113.16,100.6,97.57,2,3,0.415,0.524,1
2014-15,GSW,NOP,116.56,110.46,116.64,111.08,100.87,100.24,3,5,0.718,0.562,1
2019-20,GSW,MIA,117.02,108.59,109.44,108.09,101.1,96.37,2,2,0.491,0.218,1
2014-15,LAL,MIA,113.38,109.94,107.52,110.3,97.97,93.36,3,3,0.552,0.601,1
2016-17,GSW,PHX,120.09,107.01,114.63,106.42,99.54,100.06,1,2,0.895,0.918,1
2014-15,MIA,PHI,108.52,112.48,112.2,108.01,95.96,97.51,1,3,0.524,0.531,0
2016-17,MIA,PHX,110.94,109.98,110.73,105.01,96.42,98.15,2,4,0.729,0.416,1
2021-22,IND,PHX,109.07,117.0,114.7,110.24,98.26,99.22,1,4,0.477,0.912,0
2021-22,PHI,MEM,108.77,110.84,110.15,109.82,96.29,100.58,3,2,0.51,0.371,0
2017-18,CHI,SAC,109.96,111.16,116.58,111.75,97.87,101.36,4,3,0.367,0.749,0
2017-18,TOR,IND,104.57,116.74,110.58,112.04,101.68,99.63,1,2,0.339,0.553,1
2019-20,MIL,ATL,114.21,109.8,111.08,111.63,100.92,103.75,5,1,0.538,0.623,1
2014-15,MIA,NYK,109.87,109.01,108.5,109.0,94.61,94.64,3,2,0.65,0.491,1
2019-20,ATL,MIN,109.94,112.1,119.47,115.18,102.74,100.41,1,4,0.143,0.43,0
2015-16,GSW,MIL,113.98,107.38,111.3,109.06,103.25,100.33,3,3,0.696,0.471,0
2019-20,MIA,TOR,105.22,107.53,112.14,106.87,96.17,99.0,4,2,0.681,0.75,0
2016-17,LAL,MIN,113.71,107.83,111.3,109.96,97.39,100.74,2,3,0.564,0.206,1
2019-20,LAC,DEN,113.6,110.58,116.74,113.13,100.55,100.05,4,4,0.717,0.646,1
2019-20,MIL,PHI,112.38,111.77,113.91,108.17,102.3,97.53,2,2,0.558,0.257,1
2015-16,PHX,MEM,113.17,109.28,111.63,111.45,96.36,99.64,3,2,0.602,0.59,1
2014-15,LAC,MIL,110.01,111.93,113.86,108.51,96.57,99.94,3,4,0.518,0.845,0
2015-16,GSW,SAC,113.07,110.31,118.17,109.92,101.07,100.16,1,1,0.46,0.663,0
2015-16,DEN,MIN,116.27,110.25,113.53,110.1,98.33,99.37,4,2,0.905,0.793,1
2019-20,NOP,IND,110.82,112.63,110.17,117.08,99.19,100.36,2,3,0.559,0.227,1
2019-20,ATL,DAL,107.34,106.81,111.94,112.23,102.09,98.97,1,3,0.399,0.718,0
2020-21,OKC,MIA,115.99,108.45,107.37,108.28,100.07,98.37,2,3,0.716,0.455,1
2017-18,ATL,PHI,113.23,110.88,110.12,111.56,101.91,96.3,2,2,0.406,0.401,1
2018-19,DEN,TOR,111.42,106.01,113.75,111.21,98.09,97.9,1,3,0.56,0.466,0
2020-21,MEM,BOS,118.23,103.01,112.62,106.12,98.93,98.91,1,3,0.511,0.632,1
2019-20,SAC,MIL,113.52,112.8,112.72,108.67,100.98,102.66,5,2,0.156,0.546,1
2014-15,CHI,LAC,107.77,112.8,114.12,112.34,97.56,97.08,2,3,0.341,0.386,1
2019-20,MEM,MIN,111.7,112.99,111.64,115.49,101.58,100.16,1,2,0.733,0.786,1
2022-23,PHI,MEM,110.14,107.72,106.8,108.16,97.26,98.74,3,3,0.728,0.414,1
2016-17,MIL,PHX,119.22,112.94,115.18,103.35,100.92,99.22,3,2,0.698,0.743,0
2022-23,TOR,CHI,110.57,109.02,111.73,111.37,99.08,95.95,3,2,0.624,0.374,0
2019-20,DAL,PHI,112.51,113.55,110.64,112.05,96.83,97.49,2,3,0.685,0.433,1
2014-15,MIN,GSW,110.74,115.09,115.36,110.48,98.24,101.92,3,2,0.48,0.58,0
2023-24,OKC,ATL,108.57,110.25,112.99,111.11,98.52,101.16,2,3,0.353,0.388,1
2017-18,PHX,CHI,110.42,109.39,105.8,111.58,100.52,97.56,3,2,0.803,0.302,1
2022-23,GSW,OKC,114.42,106.96,115.47,104.74,100.65,99.45,3,2,0.664,0.55,1
2014-15,NYK,GSW,109.72,109.01,114.22,106.68,94.01,103.75,3,2,0.708,0.459,0
2014-15,ATL,CLE,109.82,112.45,112.12,108.15,101.57,97.87,3,1,0.655,0.48,0
2021-22,MIA,ATL,110.11,107.46,111.82,110.79,92.65,99.29,2,2,0.846,0.472,1
2023-24,CHI,ATL,108.04,113.74,115.16,112.13,97.47,98.33,3,4,0.445,0.557,0
2018-19,PHI,BOS,107.76,112.94,113.82,110.4,97.65,96.86,5,2,0.365,0.605,1
2014-15,DAL,LAL,111.4,113.06,112.56,109.98,97.8,98.65,1,2,0.661,0.429,0
2017-18,DAL,GSW,112.58,108.67,115.18,105.85,96.08,99.44,5,1,0.462,0.772,0
2018-19,NOP,TOR,110.29,114.36,116.77,113.42,100.31,99.68,2,3,0.252,0.463,0
2014-15,MEM,MIA,115.78,107.77,108.81,111.14,101.62,93.37,1,2,0.457,0.536,1
2015-16,BKN,LAC,112.26,113.35,110.64,110.27,97.72,98.84,2,3,0.239,0.41,1
2020-21,GSW,LAL,116.53,106.91,115.1,114.18,100.87,100.96,2,2,0.686,0.484,1
2014-15,LAL,PHI,112.94,105.71,117.66,109.45,99.23,98.34,3,1,0.401,0.989,1
2017-18,TOR,LAC,105.52,113.68,113.34,106.93,102.05,99.32,3,4,0.549,0.41,0
2023-24,LAC,NYK,113.24,110.65,108.0,107.23,96.66,94.37,3,1,0.492,0.543,1
2016-17,ATL,MEM,111.43,112.1,109.75,107.04,99.14,99.32,2,3,0.263,0.379,1
2023-24,MIN,MIA,110.24,110.11,110.24,112.38,100.1,97.48,3,5,0.53,0.487,1
2021-22,BOS,MIN,109.09,107.41,113.81,113.48,97.74,99.55,1,2,0.895,0.51,0
2023-24,MEM,IND,112.81,109.53,111.45,109.53,100.83,103.4,2,2,0.452,0.435,1
2020-21,TOR,MIL,109.15,112.09,119.18,108.6,100.08,100.82,2,3,0.297,0.967,0
2022-23,PHI,DAL,112.96,109.19,114.74,115.05,97.94,94.31,4,2,0.594,0.566,1
2019-20,PHI,LAL,106.21,112.25,108.96,110.89,99.04,100.67,1,4,0.622,0.538,1
2021-22,PHX,CLE,116.4,106.32,109.91,106.21,98.89,95.03,1,2,0.553,0.566,1
2017-18,MEM,CLE,109.1,109.05,112.68,109.6,100.23,98.37,4,3,0.7,0.372,1
2016-17,DEN,LAC,110.29,110.15,111.16,108.63,96.41,99.21,4,3,0.34,0.548,0
2023-24,PHI,LAC,109.87,108.59,111.36,112.92,98.79,97.68,2,2,0.916,0.371,1
2022-23,ATL,GSW,108.49,114.1,111.26,109.68,103.51,99.44,3,2,0.611,0.722,0
2019-20,NYK,DAL,109.15,112.37,115.8,112.77,96.49,97.42,2,1,0.537,0.49,1
2019-20,MIA,ATL,108.73,107.95,105.86,115.39,96.07,101.95,1,2,0.725,0.612,1
2022-23,DAL,ATL,111.73,113.8,111.92,111.53,96.72,103.92,4,2,0.529,0.329,0
2018-19,NOP,IND,112.25,112.32,110.0,114.25,100.33,99.69,1,5,0.506,0.601,1
2019-20,LAC,MEM,111.14,112.72,114.8,108.13,99.52,102.29,2,2,0.516,0.47,0
2022-23,CHI,IND,108.62,111.17,113.07,115.19,96.0,99.93,3,1,0.187,0.474,1
2019-20,DEN,CHI,116.73,109.38,109.61,110.36,100.61,97.66,4,2,0.546,0.706,1
2015-16,OKC,MIA,110.61,108.54,106.88,108.81,98.17,94.54,4,3,0.513,0.531,1
2018-19,IND,BKN,109.96,114.52,110.15,115.35,101.06,98.05,2,1,0.553,0.33,1
2019-20,LAC,BKN,116.49,111.09,113.54,113.05,98.02,100.28,3,4,0.903,0.483,1
2015-16,TOR,NYK,108.71,113.2,109.55,107.98,98.82,94.48,3,2,0.625,0.717,0
2018-19,DAL,BKN,110.35,112.39,111.78,114.72,96.75,96.99,3,2,0.423,0.393,1
2019-20,MIL,PHX,109.36,108.01,113.35,104.85,102.52,99.38,3,1,0.603,0.538,1
2018-19,BKN,IND,107.11,112.95,114.33,113.4,98.24,101.27,3,1,0.255,0.662,0
2014-15,ATL,PHI,114.24,111.73,116.88,113.28,100.15,96.4,2,2,0.548,0.6,1
2022-23,OKC,PHX,115.86,105.56,113.12,110.29,101.21,99.54,4,1,0.741,0.435,1
2016-17,MEM,MIA,114.01,107.69,109.48,109.17,100.76,95.65,4,3,0.685,0.708,1
2022-23,GSW,NOP,110.32,106.11,109.83,113.55,98.81,96.8,2,2,0.646,0.238,1
2015-16,NOP,DAL,112.22,115.15,113.9,109.05,100.34,95.26,4,1,0.521,0.348,1
2020-21,NYK,CHI,108.83,106.23,108.91,113.55,99.18,96.43,2,2,0.437,0.087,1
2016-17,NYK,SAC,111.38,108.12,111.48,118.04,93.46,98.35,3,3,0.451,0.197,1
2015-16,DAL,BOS,113.9,112.27,110.32,107.07,96.16,95.47,4,2,0.752,0.93,0
2019-20,LAL,LAC,111.79,112.94,111.28,112.49,98.58,99.05,1,4,0.391,0.742,0
2019-20,LAC,NYK,112.79,105.47,106.67,110.29,97.93,95.92,4,2,0.493,0.407,1
2019-20,LAC,BOS,114.87,108.55,112.22,108.94,99.08,96.38,3,3,0.608,0.674,1
2021-22,DAL,PHX,114.22,113.01,115.08,101.66,96.32,99.02,3,3,0.0,0.691,0
2019-20,LAC,DAL,112.35,109.81,111.44,111.94,98.21,95.43,3,2,0.538,0.586,0
2021-22,PHI,LAC,104.79,108.06,112.38,112.04,96.69,97.33,3,2,0.383,0.673,0
2023-24,PHX,GSW,111.07,110.91,114.04,108.13,99.76,97.91,2,3,0.504,0.691,0
2016-17,IND,DEN,111.0,115.65,116.72,109.74,99.37,95.27,4,1,0.439,1.0,0
2022-23,DAL,MIL,109.63,113.39,113.97,106.96,95.08,102.62,4,2,0.536,0.77,1
2014-15,BKN,CLE,113.89,115.13,110.6,109.98,102.05,97.38,3,2,0.376,0.374,1
2016-17,ATL,NYK,109.97,111.7,112.3,111.05,97.26,95.86,2,4,0.501,0.466,0
2017-18,GSW,ATL,114.95,110.43,115.47,112.85,99.12,102.32,5,3,0.556,0.384,0
2020-21,DEN,CLE,115.67,109.65,112.81,104.15,98.76,95.01,3,4,0.686,0.462,0
2014-15,ATL,PHI,111.79,111.71,111.88,113.59,101.15,96.8,2,2,0.369,0.398,1
2015-16,DEN,TOR,114.93,113.28,111.1,110.17,97.88,98.61,3,2,0.693,0.214,1
2017-18,MEM,DAL,108.07,107.14,111.8,112.29,100.32,98.9,2,3,0.651,0.519,1
2015-16,SAC,BKN,116.11,114.67,107.48,113.22,100.09,96.38,3,2,0.586,0.532,1
2019-20,MIN,NYK,113.46,112.33,109.35,107.19,101.07,95.62,4,3,0.722,0.484,0
2017-18,LAL,DEN,113.23,114.97,117.95,107.8,98.84,96.25,1,2,0.449,0.593,1
2023-24,IND,GSW,105.53,110.62,109.42,108.96,102.76,99.67,4,2,0.344,0.449,0
2014-15,MIN,BOS,110.79,113.71,113.92,106.38,99.13,95.21,1,1,0.533,0.734,0
2016-17,BOS,TOR,110.17,107.34,113.52,114.79,97.3,96.78,2,3,0.773,0.473,1
2023-24,PHX,SAC,110.25,107.04,112.21,118.93,99.11,99.75,4,2,0.395,0.396,1
